,label,x,y
87,forbindelse,26.11200523376465,46.45973205566406
88,overordne,14.217633247375488,53.41924285888672
89,sundhedsvæsen,23.080944061279297,49.22079849243164
90,restance,22.820011138916016,47.90505599975586
91,give,9.699902534484863,53.97398376464844
92,højere,19.32562255859375,51.142677307128906
93,enkelt,18.040491104125977,52.024681091308594
94,vurdere,19.218915939331055,51.49971389770508
95,effekt,24.370391845703125,47.86931228637695
96,departement,20.703886032104492,50.866188049316406
97,naalakkersuisut,14.384559631347656,53.372886657714844
98,person,19.22389793395996,50.84396743774414
99,løbende,18.960451126098633,51.47090148925781
100,grundlag,10.117300033569336,54.01304626464844
101,virksomhed,21.408668518066406,50.21377944946289
102,høj,19.94921875,50.907135009765625
103,tiltag,9.155717849731445,53.9164924621582
104,visere,16.024883270263672,51.79473114013672
105,erhverve,14.159202575683594,53.20172119140625
106,greenland,30.104877471923828,43.634422302246094
107,konsekvens,19.187742233276367,51.518585205078125
108,yderligere,10.66943359375,53.214210510253906
109,by,15.674208641052246,52.2961540222168
110,sigte,14.983234405517578,53.026756286621094
111,bruge,22.103683471679688,49.93656921386719
112,betyde,7.092092990875244,54.459293365478516
113,baggrund,9.728784561157227,53.54664993286133
114,vigtigt,9.195249557495117,53.60731506347656
115,situation,20.533037185668945,50.782325744628906
116,mulig,15.54084300994873,53.02446746826172
117,bæredygtig,3.6036996841430664,54.176517486572266
118,fremtidig,15.739713668823242,53.03691864013672
119,udarbejde,11.710016250610352,53.595333099365234
120,omfatte,19.659854888916016,51.34271240234375
121,forbedre,9.106258392333984,53.824363708496094
122,særligt,10.953619003295898,53.530967712402344
123,opgave,13.348734855651855,53.418304443359375
124,hele,12.242711067199707,53.42619323730469
125,udgøre,11.479238510131836,52.19853973388672
126,prise,21.02621078491211,49.226898193359375
127,foretage,4.672636985778809,53.82004165649414
128,inatsisartut,10.637808799743652,53.92151641845703
129,kræve,7.795557022094727,53.69704055786133
130,aftale,15.392011642456055,52.556480407714844
131,privat,-12.550548553466797,47.16645050048828
132,niveau,20.843568801879883,50.102237701416016
133,forskellig,8.956663131713867,53.85136795043945
134,stå,7.028399467468262,53.7050895690918
135,resultat,16.54416847229004,51.61260223388672
136,ændring,10.478887557983398,53.27048110961914
137,reform,-2.834681749343872,52.687965393066406
138,projekt,15.263259887695312,52.8880729675293
139,kystnær,17.33392333984375,52.06745529174805
140,kommunal,28.02484130859375,44.98271560668945
141,giver,-5.4139723777771,51.50324630737305
142,anbefaling,11.324202537536621,53.64219665527344
143,afsætte,-11.794297218322754,48.4488525390625
144,analyse,-7.179435729980469,50.59034729003906
145,problem,6.445983409881592,53.90728759765625
146,aktivitet,3.4544239044189453,53.6689567565918
147,se,-1.140916347503662,51.82841110229492
148,indeholde,15.781853675842285,52.908199310302734
149,finanser,5.515036106109619,53.85347366333008
150,langsigtet,-3.2442524433135986,52.624855041503906
151,positiv,-5.814323425292969,50.7454719543457
152,videre,14.455132484436035,52.95722961425781
153,arbejdskraft,9.506204605102539,53.59662628173828
154,understøtte,-9.377898216247559,49.95744323730469
155,eu,18.659320831298828,51.58958053588867
156,henblik,16.328184127807617,52.70295333862305
157,sammenhæng,0.6247119903564453,53.51642990112305
158,væsentlig,-4.78513240814209,51.625885009765625
159,folkeskole,8.267087936401367,54.042381286621094
160,første,21.323129653930664,50.284278869628906
161,forme,10.415850639343262,53.41673278808594
162,strategi,8.459333419799805,53.7939453125
163,grade,-5.875059604644775,51.18766784667969
164,relevant,6.541429042816162,53.76167678833008
165,budget,4.481451988220215,53.685523986816406
166,provenu,15.122909545898438,50.841304779052734
167,opnå,-5.78564453125,51.546897888183594
168,målrette,-10.152578353881836,49.196678161621094
169,gange,6.893646717071533,53.85626983642578
170,befolkning,2.6599647998809814,53.787818908691406
171,bnp,1.2724616527557373,52.525150299072266
172,ligeledes,8.562544822692871,53.736724853515625
173,krav,5.113201141357422,53.83333206176758
174,gammel,-10.685580253601074,48.67910385131836
175,prioritering,-21.058961868286133,41.852867126464844
176,tid,6.243188381195068,53.88824462890625
177,infrastruktur,2.0719027519226074,53.789005279541016
178,reducere,-7.406854629516602,50.105552673339844
179,effektiv,-1.7476953268051147,52.958194732666016
180,udgangspunkt,1.9989794492721558,53.580543518066406
181,aktiv,-9.576796531677246,49.50196075439453
182,beretning,-6.647660732269287,51.284950256347656
183,national,8.536066055297852,53.6676025390625
184,foreløbig,11.24606990814209,52.3834342956543
185,indenfor,-9.49475383758545,49.44175338745117
186,indikator,-13.846663475036621,46.16485595703125
187,kvt,16.853944778442383,50.066043853759766
188,målsætning,-2.5460593700408936,52.71397018432617
189,lån,-1.77125084400177,51.483642578125
190,fremtid,1.3311840295791626,53.55339431762695
191,omfang,6.9822773933410645,53.939369201660156
192,projektere,10.604342460632324,53.50144577026367
193,bygd,4.001981258392334,53.65475082397461
194,påvirke,3.293215274810791,53.524986267089844
195,konkret,2.30609393119812,53.82612609863281
196,udvikle,-3.5616114139556885,52.2705078125
197,danmark,-1.4806818962097168,52.022377014160156
198,tag,-1.8774138689041138,52.814849853515625
199,anlægge,2.234574556350708,53.25274658203125
200,underskud,-18.156858444213867,46.54330062866211
201,formål,2.961336851119995,53.64974594116211
202,gælde,-3.149839401245117,52.11945343017578
203,fælles,7.899117946624756,53.81088638305664
204,princip,-9.743595123291016,49.49311065673828
205,løb,-0.4954102635383606,52.02931594848633
206,indkomst,12.092068672180176,53.109806060791016
207,finansiere,-16.441471099853516,45.22574996948242
208,finansiering,-9.90692138671875,49.117149353027344
209,afgifte,-8.730462074279785,48.745941162109375
210,stort,-0.9178510904312134,52.757266998291016
211,eksistere,-3.4625802040100098,52.09968566894531
212,måned,1.8031997680664062,52.99236297607422
213,aktuel,-3.7983651161193848,52.165645599365234
214,styrke,-13.39496898651123,46.86394119262695
215,hvilken,-1.3571797609329224,52.36507797241211
216,medføre,0.5651521682739258,52.899620056152344
217,politik,-40.014198303222656,19.88098907470703
218,fordele,7.449941635131836,54.2714958190918
219,sen,-11.06049919128418,48.56412887573242
220,ledighed,-17.300172805786133,45.68657302856445
221,år,-20.384397506713867,43.16928482055664
222,årlig,-5.651434421539307,50.41888427734375
223,stede,6.51960563659668,53.91689682006836
224,ydelse,-15.358691215515137,46.101558685302734
225,bloktilskud,-17.097963333129883,46.109397888183594
226,reje,11.524566650390625,52.78300857543945
227,endvidere,-0.28795352578163147,53.058258056640625
228,etablering,-2.8178625106811523,52.333953857421875
229,sektorplan,-8.025182723999023,50.33681106567383
230,især,-8.872535705566406,49.49034881591797
231,heraf,-17.174972534179688,46.18109130859375
232,fartøj,-10.695258140563965,48.582969665527344
233,betydning,-10.76573371887207,48.587764739990234
234,etablere,10.464052200317383,53.63364791870117
235,international,-2.636385679244995,52.15217971801758
236,korte,-1.6509431600570679,52.73609924316406
237,nuuk,1.0116219520568848,53.26826477050781
238,tidspunkt,0.09445255994796753,53.018672943115234
239,grunde,-5.181487083435059,51.03501892089844
240,ressource,-12.596471786499023,47.35248565673828
241,blive,2.389531135559082,53.522212982177734
242,drifte,13.640442848205566,53.13015365600586
243,forudsætning,-24.691761016845703,39.51103591918945
244,reformere,-22.541383743286133,41.08488845825195
245,planlægge,-6.842801570892334,50.64874267578125
246,ændre,-7.344983100891113,50.43977737426758
247,prioritere,-26.796062469482422,37.5104866027832
248,fremlægge,-23.555173873901367,40.55750274658203
249,få,-2.7458112239837646,51.99277114868164
250,stat,-17.584524154663086,44.22303771972656
251,størrelse,-17.116073608398438,45.24440002441406
252,eksempelvis,-2.555467128753662,52.45514678955078
253,vurdering,-9.172396659851074,49.47419357299805
254,hensyn,-3.253690481185913,51.99106979370117
255,skabe,-16.707239151000977,45.23252487182617
256,forbedring,-11.720600128173828,48.0296516418457
257,mia,-18.237186431884766,46.757728576660156
258,arbejdsstyrke,-15.472748756408691,45.74863815307617
259,samfundsøkonomisk,-8.204635620117188,50.058406829833984
260,produktion,2.068478584289551,53.191993713378906
261,børn,-16.78013038635254,44.242828369140625
262,analysere,-16.94322967529297,44.6326789855957
263,ledig,-14.223869323730469,46.99242401123047
264,ligge,-8.451828956604004,49.45966720581055
265,eksport,-0.3826693594455719,51.965755462646484
266,tage,-12.951241493225098,47.22427749633789
267,plane,-13.096550941467285,47.1170768737793
268,bygge,-16.438474655151367,44.752906799316406
269,mittarfeqarfiit,-17.84592056274414,44.316158294677734
270,royal,-18.438926696777344,45.44490432739258
271,adgang,-13.44701099395752,46.9444580078125
272,endelig,-9.990715980529785,48.883697509765625
273,øvrig,-3.9172956943511963,51.63843536376953
274,•,-7.192152976989746,50.76795959472656
275,efterspørgsel,-8.40534496307373,49.715084075927734
276,lufthavn,-18.03884506225586,44.1619987487793
277,langt,-13.679669380187988,46.89128112792969
278,likviditet,-17.1124324798584,46.489742279052734
279,skyldes,-28.01606559753418,37.37674331665039
280,direkte,-4.102475643157959,51.69404983520508
281,fortsætte,-23.259057998657227,40.662296295166016
282,central,-17.01807975769043,44.722660064697266
283,gode,-16.137025833129883,45.116397857666016
284,vedtage,-16.65180778503418,45.45478820800781
285,desuden,-6.246634483337402,50.909584045410156
286,januar,-6.533632755279541,49.19717025756836
287,erhvervsliv,-26.94862174987793,37.108154296875
288,hjælp,-33.98432922363281,31.19784164428711
289,velfærdssamfund,-45.72052001953125,10.555244445800781
290,balance,-38.37071990966797,25.18584442138672
291,indebære,-17.78392791748047,44.2822380065918
292,forebygge,-17.058238983154297,44.266883850097656
293,beskrive,-23.1577091217041,40.38979721069336
294,særlig,-20.159706115722656,42.54191589355469
295,anvende,-22.01618766784668,41.49220657348633
296,stille,-24.75139617919922,39.911075592041016
297,henholdsvis,-13.540600776672363,47.87754440307617
298,forberedelse,-42.30411911010742,17.440343856811523
299,såvel,-22.228137969970703,41.181007385253906
300,per,-12.008135795593262,48.21254348754883
301,primært,-24.137849807739258,39.44373321533203
302,hellefisk,-22.512889862060547,41.96467590332031
303,a,-25.030675888061523,38.753929138183594
304,markant,-21.905607223510742,41.920936584472656
305,sag,-17.936203002929688,45.572940826416016
306,regnskab,-23.492198944091797,38.89869689941406
307,turisme,-7.457911491394043,50.46852493286133
308,digital,1.5118573904037476,54.152523040771484
309,rapport,-36.404788970947266,27.768312454223633
310,indtjening,-32.84743118286133,32.188594818115234
311,selvforsørgelse,-43.493228912353516,15.56297492980957
312,registrere,-25.06954574584961,38.55377960205078
313,holdbarhed,-40.23070526123047,23.61613655090332
314,planlægning,-21.783409118652344,41.22840118408203
315,løsning,-36.08046340942383,28.853612899780273
316,støtte,-38.126258850097656,25.273584365844727
317,ffle,-37.50362777709961,27.407012939453125
318,besparelse,-44.92082214355469,14.76918888092041
319,fremadrettet,-23.083759307861328,40.653953552246094
320,basere,-20.74955940246582,42.29734420776367
321,redegørelse,-16.124338150024414,45.38059997558594
322,sætte,-38.35575866699219,26.135669708251953
323,løfte,-33.72750473022461,31.95738410949707
324,tværs,-41.41814422607422,18.470399856567383
325,selvbærende,-45.37821960449219,10.531925201416016
326,familie,-26.37889289855957,37.69737243652344
327,medvirke,-26.896190643310547,37.330108642578125
328,holdbar,-46.19720458984375,5.894804954528809
329,velfærd,-43.604026794433594,15.413018226623535
330,årligt,-46.85934066772461,14.0707426071167
331,qaqortoq,-7.982572555541992,50.00992965698242
332,afgøre,-42.39247131347656,18.214221954345703
333,afsnit,-13.214879989624023,47.1036491394043
334,lovgivning,-21.498321533203125,41.63638687133789
335,x,-0.6445060968399048,54.777156829833984
336,væsentligt,-36.73780059814453,28.056381225585938
337,tværgående,-36.16083526611328,29.15926170349121
338,offentligt,-34.52600860595703,28.860883712768555
339,status,-5.984294414520264,50.93539810180664
340,negativ,-26.10855484008789,38.309322357177734
341,licens,-24.321699142456055,38.99075698852539
342,olie,-16.175399780273438,45.404930114746094
343,eje,-31.7552433013916,32.448490142822266
344,udnyttelse,-23.214706420898438,40.757511138916016
345,opgøre,-20.57379150390625,42.89662551879883
346,udnyttelsestilladelse,2.9841887950897217,53.59754180908203
347,ilulissætte,-13.374038696289062,47.29290008544922
348,betaling,-16.199501037597656,45.836387634277344
349,eventuel,-23.508087158203125,40.43356704711914
350,tilsvarende,-25.405237197875977,38.91965103149414
351,udnytte,-37.697330474853516,26.66145133972168
352,skønne,-27.303264617919922,38.06939697265625
353,relativt,-24.632150650024414,39.4174919128418
354,data,-1.130204200744629,52.906856536865234
355,fremgå,-32.28777313232422,31.438114166259766
356,tilskud,-22.76753044128418,40.86603927612305
357,ﬂer,-21.714942932128906,41.55907440185547
358,kommunia,-12.68819522857666,48.030906677246094
359,politiskøkonomisk,-31.492652893066406,33.79619598388672
360,udenlandsk,-22.29527473449707,41.48499298095703
361,dansk,-24.3654727935791,39.39852523803711
362,derudover,-21.085315704345703,42.3192138671875
363,danne,-34.32904052734375,31.158096313476562
364,arbejdssøgende,-38.19792556762695,22.944604873657227
365,risiko,-32.71171951293945,32.355010986328125
366,indarbejde,-42.31975173950195,19.399873733520508
367,vis,-23.558008193969727,40.36091232299805
368,regional,-36.88689041137695,28.19092559814453
369,kommission,-27.31715202331543,36.871368408203125
370,året,-35.98143768310547,26.283000946044922
371,strukturtilpasning,-37.949527740478516,26.711238861083984
372,boligområde,-41.11697769165039,19.936460494995117
373,havgående,-45.77797317504883,15.46976089477539
374,demografisk,-41.447017669677734,-20.177507400512695
375,ansvar,-36.242794036865234,28.76396369934082
376,vigtig,-37.909912109375,26.22844886779785
377,værdi,-34.8450927734375,27.77340316772461
378,nedenstående,-45.998558044433594,11.876419067382812
379,model,-46.2652587890625,10.276566505432129
380,mv,-17.6785831451416,44.53659439086914
381,overfor,-45.9708137512207,-15.036782264709473
382,påbegynde,-25.176076889038086,39.74672317504883
383,forberede,-46.382843017578125,8.988420486450195
384,kompetence,-27.086702346801758,37.015987396240234
385,beslutning,-40.46311950683594,22.116872787475586
386,art,-27.450347900390625,37.27275085449219
387,uddannelsesområde,-36.95651626586914,27.08075523376465
388,dialog,-39.67917251586914,23.9082088470459
389,opgørelse,-33.40704345703125,30.726770401000977
390,søge,-46.33570861816406,8.872632026672363
391,torsk,-27.140684127807617,38.39954376220703
392,feks,-35.2010498046875,28.836347579956055
393,beløbe,-24.664825439453125,38.695396423339844
394,beslutte,-31.494272232055664,33.65378189086914
395,ovenstående,-40.22504425048828,22.483755111694336
396,rette,-25.17886734008789,39.388214111328125
397,tilpasning,-33.30565643310547,32.16786575317383
398,forlængelse,-33.2431526184082,31.6251220703125
399,aktieselskab,-46.5401725769043,13.987655639648438
400,sidste,-34.648773193359375,29.60574722290039
401,betydeligt,-45.57284164428711,14.043865203857422
402,klare,-32.77217102050781,32.54506301879883
403,budgettere,-35.5167236328125,-23.54864501953125
404,flytte,-5.082873344421387,51.268104553222656
405,ł,-25.076688766479492,37.360809326171875
406,velfærdskommission,-48.08399963378906,3.43569278717041
407,finde,-31.907093048095703,33.15871047973633
408,lokal,-37.54405212402344,26.368877410888672
409,presse,-47.338191986083984,-0.761722981929779
410,ukke,-8.989770889282227,49.450557708740234
411,kujalleq,-31.19713020324707,33.17055130004883
412,efterfølge,-33.61442565917969,31.196596145629883
413,nær,-35.36149978637695,29.23447608947754
414,hertil,-32.69304275512695,31.433536529541016
415,tidlig,-39.54416275024414,24.20450782775879
416,lavere,-39.08754348754883,22.73685646057129
417,administrativ,-33.183536529541016,32.06646728515625
418,lange,-43.47808074951172,16.251068115234375
419,udsat,-39.64786148071289,25.023271560668945
420,evaluering,-9.840580940246582,-44.02550506591797
421,kommerciel,-27.337820053100586,37.30564880371094
422,årig,-35.83952331542969,28.005542755126953
423,system,-35.43255615234375,29.440921783447266
424,overskud,-35.54834747314453,27.13535499572754
425,uddannelsessystem,-32.29389953613281,32.970218658447266
426,omkostning,-48.1445198059082,2.62414288520813
427,økonomisk råd,-44.59272003173828,14.639371871948242
428,indsatsområde,-44.030555725097656,15.11349868774414
429,fle,-33.2292366027832,30.351205825805664
430,ordning,-46.013851165771484,10.219496726989746
431,–,-33.31393051147461,31.712724685668945
432,undersøgelse,-38.77326202392578,24.862648010253906
433,indføre,-33.761444091796875,31.35308265686035
434,scenarie,-16.64542579650879,45.743595123291016
435,betydelig,-31.04607391357422,33.930259704589844
436,gruppe,-45.196537017822266,12.277458190917969
437,rolle,-42.899478912353516,17.29083824157715
438,renovering,-46.974456787109375,-6.315984725952148
439,sammenhængende,-31.882953643798828,33.31138610839844
440,styring,-46.41994094848633,7.5401153564453125
441,anbefale,-43.630245208740234,16.607084274291992
442,erhverv,-41.39052963256836,19.802488327026367
443,modtage,-45.3859977722168,14.335719108581543
444,modernisering,-47.648685455322266,-7.989595413208008
445,sundhed,-47.414451599121094,3.0375308990478516
446,overvejelse,-46.25138473510742,9.240687370300293
447,skattestyrelse,-25.300264358520508,38.4937629699707
448,forventning,-40.80348587036133,20.788326263427734
449,turist,-36.16935729980469,27.65607261657715
450,selvstyreejet,-40.66376495361328,-19.134910583496094
451,potentiale,-42.72747802734375,17.68051528930664
452,region,-44.44358825683594,14.419673919677734
453,tæt,-46.10162353515625,9.433226585388184
454,optage,-48.29998016357422,2.1942038536071777
455,indkøb,-38.51964569091797,24.634496688842773
456,kvartal,-37.27073669433594,24.00739860534668
457,hensigtsmæssig,-46.77685546875,5.926059722900391
458,vedrørende,-38.12712478637695,25.51272964477539
459,fiskerisektor,-32.81967544555664,31.771743774414062
460,givet,-43.65255355834961,17.180139541625977
461,væksterhverv,-45.084720611572266,13.171365737915039
462,miljø,-25.316707611083984,39.326602935791016
463,covid,-26.666250228881836,37.67904281616211
464,administration,-47.096561431884766,4.858963966369629
465,ﬁskeri,-45.60942459106445,11.130051612854004
466,udarbejdelse,-40.256614685058594,22.65561294555664
467,proces,-47.381813049316406,0.6018319725990295
468,tilfælde,-38.92223358154297,23.481006622314453
469,drift,-37.19162368774414,25.622047424316406
470,undgå,-45.97501754760742,-8.98676586151123
471,emme,-31.908157348632812,33.31355667114258
472,holde,-46.60028839111328,-7.0237836837768555
473,behandling,-46.67428207397461,5.898910045623779
474,arbejdsplads,-42.64916229248047,17.490816116333008
475,nævne,-44.503082275390625,13.731367111206055
476,begrænse,-47.22715377807617,1.1032766103744507
477,faste,-42.13617706298828,19.972558975219727
478,organisation,-46.006343841552734,-13.972834587097168
479,mineral,-31.9934024810791,32.22174835205078
480,opfølgning,-45.428592681884766,12.106761932373047
481,strukturel,-46.88145065307617,2.5426790714263916
482,udsving,-40.27717590332031,21.4543514251709
483,island,-36.64496994018555,27.416324615478516
484,vision,-45.85251998901367,9.266315460205078
485,led,-47.127708435058594,0.3014849126338959
486,vedligehold,-38.069480895996094,25.57585334777832
487,tonse,-36.11800765991211,25.65695571899414
488,fiske,-35.54405975341797,27.333967208862305
489,tale,-45.05012893676758,13.982592582702637
490,illustrere,-25.35323143005371,-39.51428985595703
491,beregning,-47.195640563964844,6.830624103546143
492,tendens,-45.60582733154297,13.922454833984375
493,gevinst,-44.72365188598633,13.251812934875488
494,plan,-46.337337493896484,7.970757484436035
495,o,-36.9572868347168,-26.29424285888672
496,udtrykke,-41.85089111328125,20.276105880737305
497,potentiel,-47.11723709106445,5.1064581871032715
498,brede,-46.65354537963867,5.494584560394287
499,bestå,-35.51119613647461,28.66853904724121
500,tilbud,-46.84294128417969,7.206526279449463
501,gennemsnit,-45.76325225830078,-7.910640716552734
502,revision,-44.57468032836914,-14.395065307617188
503,forhandling,-40.76172637939453,21.182910919189453
504,kvalitet,-42.20708084106445,18.561260223388672
505,betænkning,-46.64809799194336,-8.188633918762207
506,anlægsinvestering,-44.554786682128906,-15.710205078125
507,total,-27.74131202697754,37.854576110839844
508,retning,-47.37700653076172,-2.028413772583008
509,forudsætte,-44.351531982421875,-14.100441932678223
510,sammenligne,-41.36643600463867,20.353374481201172
511,rentebærende,-35.44046401977539,-23.6912841796875
512,berøre,-46.31235885620117,-6.866202354431152
513,håndtere,-43.2165412902832,16.830835342407227
514,højt,-40.983741760253906,21.14824867248535
515,vare,-24.185325622558594,39.66822052001953
516,mangel,-35.67151641845703,28.914159774780273
517,råstof,-46.61787414550781,8.58426284790039
518,udbud,-32.626625061035156,32.542091369628906
519,opretholde,-40.37696075439453,-22.45320701599121
520,kvotere,-43.610069274902344,17.22530746459961
521,enhed,-46.559261322021484,6.558908462524414
522,økonomisk råde,-47.12381362915039,-4.156578063964844
523,fordeling,-38.52695846557617,24.759788513183594
524,faglig,-44.59128189086914,13.272749900817871
525,godkende,-37.94196319580078,24.25949478149414
526,hvorvidt,-47.16324234008789,-1.7395286560058594
527,reduktion,-47.40236282348633,-1.9714397192001343
528,vidt,-46.046226501464844,7.969074249267578
529,inddrage,-44.483638763427734,-16.740938186645508
530,opdatere,-47.15751647949219,-3.6985397338867188
531,anvendelse,-44.675514221191406,13.204113960266113
532,fiskerikommission,-45.49774932861328,-14.6860990524292
533,fastlægge,-38.784732818603516,24.63149070739746
534,bred,-37.287437438964844,-26.59996223449707
535,mindske,-44.76847839355469,-14.239317893981934
536,coronasituation,-42.62604904174805,18.10614776611328
537,salg,-36.81216049194336,26.081056594848633
538,balancere,-19.528234481811523,-40.48008728027344
539,investere,-44.873111724853516,-13.2682466506958
540,gå,-44.51809310913086,15.234648704528809
541,forøgelse,-42.78413391113281,-15.371301651000977
542,måde,-44.2777214050293,14.277376174926758
543,vilkår,-45.19643020629883,-13.657060623168945
544,undervisning,-46.07569885253906,9.831818580627441
545,effektivisering,-14.829330444335938,-42.89970397949219
546,umiddelbar,-47.07627868652344,-5.3041300773620605
547,omstilling,-47.43696594238281,4.770264148712158
548,husleje,-38.28184127807617,24.057044982910156
549,kapacitet,-47.065711975097656,-7.602790355682373
550,fokusere,-47.653377532958984,2.518540382385254
551,sundhedsområde,-41.99378204345703,18.679471969604492
552,førtidspension,-32.35429000854492,-31.248336791992188
553,bevilling,-45.7244987487793,-9.412222862243652
554,lov,-46.90532302856445,8.082833290100098
555,råderum,-14.526680946350098,-42.011817932128906
556,sisimiut,-46.55356216430664,8.046618461608887
557,ansøgning,-34.494049072265625,29.989158630371094
558,efterskole,-40.53506851196289,21.73419761657715
559,myndighed,-43.035484313964844,16.70244026184082
560,redskab,-34.261566162109375,-30.277238845825195
561,uddannelsesniveau,-35.759498596191406,-29.382919311523438
562,stande,-40.424591064453125,-23.01658058166504
563,hensigt,-39.19622039794922,-24.544422149658203
564,finanspolitisk,-46.06941223144531,-8.596663475036621
565,tænke,-41.69239044189453,-21.027162551879883
566,udgiftsloft,-47.072853088378906,4.338384628295898
567,løs,-47.03764724731445,-5.243500232696533
568,går,-33.472171783447266,-29.769136428833008
569,fysisk,-47.442508697509766,2.1992080211639404
570,egentlig,-45.18504333496094,-14.149591445922852
571,institution,-43.512413024902344,-17.074554443359375
572,qaasuitsup,-47.70460510253906,-1.6966147422790527
573,lighed,-35.762603759765625,-27.818525314331055
574,føre,-47.069210052490234,-5.211349010467529
575,lægge,-43.31199645996094,-16.75221824645996
576,nettogæld,-39.801143646240234,-21.068096160888672
577,afspejle,-43.99531173706055,-12.916064262390137
578,spørgsmål,-40.42643356323242,-23.123291015625
579,iværksætte,-44.07534408569336,-16.06130599975586
580,fremskrivning,-48.05509948730469,0.9716842770576477
581,uddanne,-47.16339874267578,-0.10744751989841461
582,vist,-47.24169921875,4.128427505493164
583,dække,-46.71009063720703,-5.6058807373046875
584,finanspolitik,-35.41604995727539,-28.95594024658203
585,stabil,-33.451515197753906,-30.6637020111084
586,transportkommission,-47.150108337402344,2.2901737689971924
587,incitament,-4.421481132507324,-44.85223388671875
588,ungeområde,-19.2142391204834,-39.65686798095703
589,virkning,-42.913082122802734,-16.87875747680664
590,rente,-42.752872467041016,18.742551803588867
591,arbejder,-32.36070251464844,-32.274017333984375
592,sermersooq,-36.44367980957031,26.223621368408203
593,fangst,-47.31242370605469,7.586509704589844
594,forårssamling,-43.95240783691406,-15.455595970153809
595,fiskerilov,-40.47810363769531,-23.515487670898438
596,anlæg,-47.173641204833984,3.025758743286133
